matches,matches_sample_str
1,"lane ble tiltalt for seks tiltalepunkter: tre tilfeller av grov drap, to tilfeller av drapsforsøk og overfall. SCORE : 98"
0,
0,
1,"hvis hun blir funnet skyldig, kan hun bli opptil 10 år i fengsel. SCORE : 100"
0,
0,
2,"ifølge census bureau manglet 15,3 prosent av amerikanerne helseforsikring i 2007. SCORE : 100det representerer en nedgang fra 2006 på 47 millioner, eller 15,8 prosent. SCORE : 99"
0,
0,
0,
0,
0,
2,"reise + fritid: se flere av verdens mest besøkte slott. SCORE : 100noen av verdens mest besøkte palasser, funnet over hele asia, har innslag av rødt eksteriør, pagoder, porter og utskjæringer. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,begge lå under prognosene for vekst i de lave enkeltsifrene. SCORE : 100
0,
0,
0,
1,kommuters sa at de fryktet at noen kunne ha blitt hardt knust på tettpakkede baner. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,"komikeren steve harvey sier at ekte menn liker å forsørge og beskytte, men noen liker også å jukse. SCORE : 100"
0,
0,
0,
1,"selskapet tilbød deretter med et alternativt ordtak, 'love me for my leg rolls.' SCORE : 100"
0,
1,mark warners gjenvalgstilbud det eksploderte hele hans verdensbilde. SCORE : 97
0,
0,
0,
0,
1,mange presidenter - inkludert fire av de siste seks - var guvernører først. SCORE : 100
1,washington har nå den laveste ledige stillingen i landet. SCORE : 98
1,"oppstigningen er utelukkende for erfarne, og utstyret samt treningen for nedstigningen må være av høyeste standard. SCORE : 100"
1,"whiskyen var en del av et lager på 104 flasker old farm pure rye whisky funnet gjemt bak en kjellertrapp ved et herskapshus i scottdale, pennsylvania. SCORE : 98"
0,
0,
0,
1,men sjåføren til den svarte nissan teana kang niu tok seg nær av kjørebanen og satte ned foten. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
2,"da sexton sto opp kl. SCORE : 1007.30, var mannen borte. SCORE : 100"
3,"denne måneden testet cnns richard quest-vei xshot, en teleskopisk rustfritt stålstav som gjør at man kan ta bilder og videoer mens man holder seg selv i rammen. SCORE : 100et kamera skrus i posisjon på enden av den lette stangen som strekker seg med en meter. SCORE : 100monteringen passer alle kompakte maskiner. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,"det ble ikke meldt om noen omkomne, sa det sørkoreanske forsvarsdepartementet. SCORE : 97"
0,
0,
0,
0,
0,
0,
0,
1,romfergen endeavour ble skutt opp på en 16-dagers ferd. SCORE : 100
2,"han forventes å gjenoppta opptak av serien i januar. SCORE : 100trebek, 67, er hjemmehørende i sudbury, ontario. SCORE : 100"
0,
0,
1,contador beklaget seg overfor rivalen etter å ha sprintet foran da schleck droppet kjeden sin under et angrep på etappens siste stigning. SCORE : 99
0,
0,
0,
1,endringen i testen ble innført for flere uker siden og det har siden vært en 20 prosent økning i passeringsraten. SCORE : 100
0,
0,
0,
0,
0,
0,
1,noen kritikere sier at handelen er drevet av landets ettbarnspolitikk. SCORE : 100
0,
0,
1,dyke har også vært i kamplyst med to andre motstandere wales og fifa-president sepp blatter. SCORE : 96
0,
0,
0,
0,
1, en ettroms mayfair-leilighet er sluppet inn rekordhøyt 40 minutter etter at den vellykkede nye leietakeren betalte 10 000 pund for å sikre den. SCORE : 100
3,- det er rart. SCORE : 100alle er hjertelige mot hverandre. SCORE : 100men til syvende og sist kjøper vi våpen for å ødelegge hverandre. SCORE : 100
1,den'sæle og snille' skolegutten ble slått ned mens han gikk inn på bysentrum for å besøke en venn lørdag ettermiddag. SCORE : 100
3,nyt en litterær knebøy i stratford-upon-avon. SCORE : 100nyt en litterær knebøy i stratford-upon-avon. SCORE : 100nyt en litterær knebøy i stratford-upon-avon. SCORE : 100
0,
1,- det begynte å snø. SCORE : 100
0,
0,
0,
0,
2," et cruise er en flott måte å nyte middelhavet på om sommeren. SCORE : 100fly for å bli med på skipet ditt, og solskinnsferien begynner på første dag. SCORE : 100"
0,
2,"budsjetthandleren annonserte i forrige uke at salget for første gang i fjor ble europas største forhandler av rabatt på én pris. SCORE : 100selskapets suksess er satt ned til butikkeiere jaktkjøp og å ta fra salg fra storbritannias fire store supermarkeder, asda, tesco, sainsburys og morrisons. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
2,kl. SCORE : 10010. SCORE : 100
0,
0,
1,"kampanjen ble sparket av jaime singleton, som så elefantungen, nadia, bundet til en stang utenfor en restaurant på marina phuket resort i desember i fjor. SCORE : 100"
0,
0,
0,
0,
0,
1,de blir svært sjelden skilt fra hverandre før kalven er fem år gammel. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
1, (cnn) -- gautam gambhir ble den dyreste signeringen i verdenscricket på en rekordstor første dag av indian premier league auksjoner. SCORE : 96
0,
0,
0,
0,
0,
1,til tross for det økonomiske sammenbruddet i 2008 har den gjennomsnittlige finansielle formuen til de rikeste 20 prosentene steget med nesten to tredeler mellom 2005 og 2012/13. SCORE : 99
0,
0,
1, republikanerne spår store seiere i novembervalget. SCORE : 100
0,
0,
0,
2,taliban sier at de trente angripere. SCORE : 100taliban sier at de trente angripere. SCORE : 97
1, rev. SCORE : 100
3,"beboere fra fairdale, en ukjent by 130 km nordvest for chicago, fikk beskjed om å dra hjem på lørdag for å redde det de kunne. SCORE : 100men bygninger i bebyggelsen ble så godt som flatet ut da virvelen smalt inn i området rundt kl. SCORE : 1007 torsdag kveld. SCORE : 100"
1,"daredevil-fotografen thaigo correa skalerte rio de janeiros berømte kristus, redeemer-statuen for sin siste dristige fotoshoot. SCORE : 100"
1,sangeren ble kausjonert frem til straffeutmålingen 16. januar. SCORE : 100
0,
0,
1,han venter på en avgjørelse om han vil bli stilt for krigsrett. SCORE : 100
0,
0,
0,
0,
1,men det 74 hektar store paradiset ble sterkt skadet i en brann i 2011 som ødela øyas storhus. SCORE : 98
1,"løpet slo forrige ukes hastigheter på 366mph (590kph), som igjen slo togets tidligere 12-årige rekord på 361mph (581km/t). SCORE : 100"
0,
1,boston-funksjonærer sa i helgen at tralleoperatøren brukte mobiltelefonen hans. SCORE : 97
0,
0,
0,
3,"freddie grays familie hadde bedt om at det skulle være stille på baltimores gater den dagen de la ham til ro. SCORE : 100men en håndfull mennesker gjentok familiens budskap. SCORE : 96fredsstifterne, presteskapet, grays familie og modige beboere, plasserte seg i opprørernes vei. SCORE : 99"
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,mccalls første kamp er på ibrox lørdag mot livingston. SCORE : 100
0,
1,skywest airlines flyvning 5622 var på vingene fra chicago til connecticut da piloten ble varslet om et mulig tap av kabintrykk. SCORE : 97
0,
0,
0,
1,"det er opp 5 cent fra to uker siden, sa utgiver trilby lundberg. SCORE : 97"
2,iran er det eneste landet som fortsatt flyr f-14 tomcat. SCORE : 100myndighetene planlegger å belyse to saker som nylig er blitt tatt. SCORE : 100
1,virgin australia sier at de etterforsker hendelsen ombord på et av flyene sine fra sydney til melbourne. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
1,"natali castellanos-tyler, 30 år, og mannen hennes, craig, og deres to barn, ble drept i en suv-ulykke i virginia for to måneder siden. SCORE : 96"
0,
0,
0,
0,
0,
0,
1,mange av ofrene er zimbabweanere som har flyktet fra undertrykkelse og de vanskelige økonomiske forholdene i hjemlandet. SCORE : 97
0,
1,wearsens er en metallring som går rundt halsen og har en sensor som bruker vibrasjonene i halsen til å fortelle når man spiser og drikker. SCORE : 100
0,
1,en slik rate kan bety at opptil 500 kvinner har lidd under hans hender. SCORE : 100
0,
0,
0,
2,"tesco finest apple & cinnamon hot cross buns, £1,50 for fire. SCORE : 99selfridges hot cross buns, 4,99 pund for fire. SCORE : 100"
0,
0,
0,
0,
0,
1,"navarro står overfor flere tiltalepunkter, blant annet produksjon, eierskap og distribusjon av barnepornografi. SCORE : 100"
0,
0,
0,
3,- det var som om en lyspære gikk av. SCORE : 100- det var som om en lyspære gikk av. SCORE : 100- det var som om en lyspære gikk av. SCORE : 100
0,
0,
2,sør-korea forbød import av amerikansk storfekjøtt i 2003 midt i bekymringene over et tilfelle av kugalskap i usa. SCORE : 97forbudet stengte det som da var det tredje største markedet for amerikanske storfekjøtteksportører. SCORE : 100
1,cisse har akseptert en mulig sjukamps utestengelse mens evans har frem til kl. SCORE : 100
0,
2,"arrested development utøvende produsent brian grazer sa at serien vil returnere for en femte sesong med 17 episoder. SCORE : 100den fjerde sesongen ble streamet utelukkende på netflix i 2013, etter at fox kansellerte serien flere år før. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
1,dødsfallene utløste en diplomatisk tussle som anstrengte forholdet mellom usa og pakistan. SCORE : 96
0,
0,
1,eksperter sier at en eneste infisert bærbar datamaskin kan utsette et helt nettverk for ormen. SCORE : 100
2,brannen gjorde dearborn heights hjem ubeboelig. SCORE : 100familien håper at noen gjenkjenner personen i videoen og ringer politiet. SCORE : 100
0,
1,"shaneka monique torres, 30, blir anklaget for å ha avfyrt et 9mm håndvåpen gjennom restauranten i grand rapids, michigan i de tidlige timene av 9. februar 2014. SCORE : 100"
1,"hun ble fraktet til et sykehus, hvor hun ble erklært død. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,winehouse vant fem grammy-priser dette året -- tre forrehab samt årets album og beste nye artist. SCORE : 97
0,
0,
0,
1,02.25 fredag. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
1,dominic og dante gjenskapte en kampscene fra rebel without a cause i los angeles' griffith park. SCORE : 100
0,
0,
2,han var tidligere regiondirektør for ti-stats sørøstregionen for byrået. SCORE : 100han var tidligere regiondirektør for ti-stats sørøstregionen for byrået. SCORE : 96
0,
0,
0,
0,
1,michael kors. SCORE : 100
0,
0,
0,
0,
1,manchester city ligger fire poeng bak rivalene united. SCORE : 100
0,
0,
0,
0,
0,
0,
2,spartak ble godkjent etter at deres støttespillere angivelig viste et rasistisk banner. SCORE : 96spartak ligger for tiden på sjetteplass i den russiske premier league. SCORE : 100
0,
0,
0,
1,jamie carragher føler ikke at diego simeone spiller riktig type fotball for premier league-storguttene. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,general raymond odierno advarte om at kuttene kunne minske storbritannias evne til å kjempe mot fremtidige felttog. SCORE : 97
0,
0,
0,
0,
0,
1,driscoll hadde bedt om en ikke-kontaktordre mot busch. SCORE : 100
2,barney ga en ransakingsordre da han ved et uhell inhalerte metamfetaminet og ble syk. SCORE : 97barney ble mer våken og lydhør innen onsdag morgen og leger var 'forsiktig optimistiske' at han ville gjøre en full restitusjon. SCORE : 96
0,
0,
0,
0,
0,
0,
1,hummer-lignende skapningen hadde fire øyne og lange piske-lignende antenner som strakk seg fra spissene på klørne. SCORE : 97
1,jeg har kommet med kontroversielle kommentarer om ekteskap og seksualitet. SCORE : 96
0,
0,
1,det er svært risikabelt å selge en hest på auksjon. SCORE : 100
1,usa hadde rapportert å ha hattdirekte kontakt med iran om det påståtte komplottet. SCORE : 99
1,iowa er en av 35 delstater pluss district of columbia som tillater en form for tidlig stemmegivning. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,"maleriet har tittelen «naughty nicola» og fremstiller henne som dominatrix i en kort rød kjole, svarte bukseseler utstilt og pisk i hånden. SCORE : 99"
0,
0,
0,
0,
1, apple sier at det har fikset en feil som fikk apper lastet ned fra nettbutikken til å krasje denne uken. SCORE : 100
1,de to mennene blir anklaget for å ha sammensverget seg mot dem for å ha produsert og distribuert over 1000 marihuanaplanter. SCORE : 97
0,
0,
0,
0,
0,
0,
0,
2,"kinas marine reddet 225 utenlandske statsborgere og nesten 600 kinesiske borgere fra faresonen i et uhørt trekk av sitt militære. SCORE : 100de omfattet 176 personer fra pakistan med resten fra etiopia, singapore, italia, tyskland, polen, irland, storbritannia, canada og jemen. SCORE : 100"
0,
0,
0,
0,
0,
0,
1,tsjekkia er nåværende regjerende mestere og har vært i fire finaler på fem år. SCORE : 100
1,ekspertene sa at sårene er i samsvar med skader som oppstår ved turney eller dysting. SCORE : 100
0,
1,"julian rifat, 45 år, misbrukte sin seniorstilling ved moore capital for å lekke tips om åtte store firmaer. SCORE : 100"
1,hær 1 mos. SCORE : 100
0,
0,
0,
0,
1,"men nå som at&t har blitt med i lte-spillet, kan forbrukere som leter etter toppfart vurdere å vende fokuset til at&t i stedet. SCORE : 100"
0,
0,
0,
1,tjenesten har nå mer enn 10 millioner brukere i 12 land. SCORE : 100
0,
0,
0,
2,argentina er verdens nest største maiseksportør og tredje største soyabønneeksportør. SCORE : 100argentina er verdens nest største maiseksportør og tredje største soyabønneeksportør. SCORE : 100
0,
2,"chancey luna, 17, ble tiltalt for overlagt drap. SCORE : 98chancey luna, 17, ble tiltalt for overlagt drap. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
0,
3,18 tommer bred og ca. SCORE : 10010 tommer høy. SCORE : 100redningsmannskapene skulle møtes torsdag for å finne ut hvordan de skulle finne jones' lik. SCORE : 100
0,
2,pga tour-tittel og 18. SCORE : 100wgc-krone. SCORE : 100
0,
0,
0,
0,
1,rooney feiret med å håne historien om at han ble slått ut i en leken kamp med phil bardsley. SCORE : 97
1,giften er nok til å fylle et glasssprøyte og 40 ganger så mye gift som en brun slange. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
2,"forskning viser at kvinner som lager oppvasken de ser på tv-programmer, er tykkere enn andre. SCORE : 100de er i snitt 11lb tyngre tilsvarende to klesstørrelser. SCORE : 100"
0,
0,
0,
0,
0,
2,"vinnertallene var 6, 27, 46, 51, 56 og 21. SCORE : 100åtte andre billetter vant match 5-premien på 1 million dollar. SCORE : 100"
0,
0,
0,
0,
0,
0,
0,
0,
1,antall stater under varmerådgiverier har redusert til 12 -- halvparten av antallet tidligere i uken. SCORE : 99
0,
1,hun sa at pengene ville forandre livet hennes. SCORE : 100
1,kraften forårsaker en smertefull skade i beinet hennes. SCORE : 100
0,
2,teresa bullock fanget det to minutter lange klippet i huset sitt i ohio på bursdagen til den 18 år gamle macaque-apen angel. SCORE : 100videoen viser apen som sitter oppe på en vask og får øyenbrynene plukket med et par pinsett. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,"neola robinson, 62 år, er siktet for drapet på mannen hennes, ervin robinson. SCORE : 100"
0,
0,
0,
1,edinburgh-trener alan solomons har utpekt sin sterkeste xv til å gå inn i det viktige sammenstøtet med london irish. SCORE : 100
0,
1,flere titalls advokater og jusstudenter fra temple university ble syke etter en 27. februar-fest på joy tsin lau i byens chinatown. SCORE : 100
1,romforskning har gitt en mengde medisinske fordeler inkludert den innsugbare termometerpille. SCORE : 99
2,han brukte saken for å avlede oppmerksomheten fra sin. SCORE : 100han har ikke stått opp mot sine fagforeningsledere. SCORE : 100
0,
0,
0,
1,"den femte gangen han ringte, snakket han med en administrativ assistent. SCORE : 100"
1,han ble tatt til fange i saltillo i mexico. SCORE : 100
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,dette blir en brooke-historie. SCORE : 100
0,
1,"valerie harper ville sannsynligvis vært den største historien, ettersom stjernen i rhoda og the mary tyler moore show hadde fått diagnosen uhelbredelig hjernekreft i januar. SCORE : 100"
0,
0,
0,
0,
0,
1,arbeiderpartiet vil i dag stemme mot planer om å kapitulere økninger i velferdsutdelinger med én prosent de neste tre årene. SCORE : 96
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
